img_name,R,G,B
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[195 179 162]
datasets/fire-forest.jpg,[195 179 162]
datasets/fire-forest.jpg,[195 179 162]
datasets/fire-forest.jpg,[195 179 162]
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[197 181 164]
datasets/fire-forest.jpg,[197 181 164]
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[196 180 163]
datasets/fire-forest.jpg,[195 179 162]
datasets/fire-forest.jpg,[194 178 161]
datasets/fire-forest.jpg,[193 177 160]
datasets/fire-forest.jpg,[193 177 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[193 179 161]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[192 178 160]
datasets/fire-forest.jpg,[191 177 159]
datasets/fire-forest.jpg,[190 176 159]
datasets/fire-forest.jpg,[189 176 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[187 174 158]
datasets/fire-forest.jpg,[187 174 158]
datasets/fire-forest.jpg,[187 174 158]
datasets/fire-forest.jpg,[187 174 158]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[188 175 159]
datasets/fire-forest.jpg,[189 176 160]
datasets/fire-forest.jpg,[189 176 160]
datasets/fire-forest.jpg,[188 175 160]
datasets/fire-forest.jpg,[187 175 160]
datasets/fire-forest.jpg,[186 175 161]
datasets/fire-forest.jpg,[186 175 161]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[187 176 162]
datasets/fire-forest.jpg,[186 175 161]
datasets/fire-forest.jpg,[185 174 160]
datasets/fire-forest.jpg,[184 173 159]
datasets/fire-forest.jpg,[184 173 159]
datasets/fire-forest.jpg,[183 173 158]
datasets/fire-forest.jpg,[183 172 156]
datasets/fire-forest.jpg,[182 172 155]
datasets/fire-forest.jpg,[182 172 155]
datasets/fire-forest.jpg,[181 172 155]
datasets/fire-forest.jpg,[181 172 155]
datasets/fire-forest.jpg,[180 172 156]
datasets/fire-forest.jpg,[181 172 157]
datasets/fire-forest.jpg,[181 172 158]
datasets/fire-forest.jpg,[181 172 158]
datasets/fire-forest.jpg,[181 173 158]
datasets/fire-forest.jpg,[181 173 159]
datasets/fire-forest.jpg,[181 174 159]
datasets/fire-forest.jpg,[181 173 159]
datasets/fire-forest.jpg,[180 172 159]
datasets/fire-forest.jpg,[179 171 158]
datasets/fire-forest.jpg,[179 171 158]
datasets/fire-forest.jpg,[179 171 158]
datasets/fire-forest.jpg,[178 170 157]
datasets/fire-forest.jpg,[178 170 157]
datasets/fire-forest.jpg,[178 170 157]
datasets/fire-forest.jpg,[178 170 157]
datasets/fire-forest.jpg,[178 169 156]
datasets/fire-forest.jpg,[178 169 156]
datasets/fire-forest.jpg,[179 170 157]
datasets/fire-forest.jpg,[179 170 157]
datasets/fire-forest.jpg,[178 169 156]
datasets/fire-forest.jpg,[178 169 156]
datasets/fire-forest.jpg,[178 168 155]
datasets/fire-forest.jpg,[178 167 155]
datasets/fire-forest.jpg,[178 166 154]
datasets/fire-forest.jpg,[178 166 154]
datasets/fire-forest.jpg,[177 166 153]
datasets/fire-forest.jpg,[176 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[174 165 151]
datasets/fire-forest.jpg,[174 165 151]
datasets/fire-forest.jpg,[174 165 151]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[175 166 152]
datasets/fire-forest.jpg,[174 165 151]
datasets/fire-forest.jpg,[174 164 151]
datasets/fire-forest.jpg,[175 164 152]
datasets/fire-forest.jpg,[175 163 153]
datasets/fire-forest.jpg,[174 162 152]
datasets/fire-forest.jpg,[174 162 152]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[173 161 151]
datasets/fire-forest.jpg,[172 160 150]
datasets/fire-forest.jpg,[171 159 149]
datasets/fire-forest.jpg,[170 158 148]
datasets/fire-forest.jpg,[169 157 147]
datasets/fire-forest.jpg,[169 157 146]
datasets/fire-forest.jpg,[168 156 145]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[169 157 145]
datasets/fire-forest.jpg,[169 157 145]
datasets/fire-forest.jpg,[168 156 144]
datasets/fire-forest.jpg,[167 155 143]
datasets/fire-forest.jpg,[166 154 142]
datasets/fire-forest.jpg,[165 153 141]
datasets/fire-forest.jpg,[163 151 139]
datasets/fire-forest.jpg,[161 150 138]
datasets/fire-forest.jpg,[160 150 137]
datasets/fire-forest.jpg,[159 150 137]
datasets/fire-forest.jpg,[158 150 137]
datasets/fire-forest.jpg,[157 149 136]
datasets/fire-forest.jpg,[156 148 135]
datasets/fire-forest.jpg,[154 146 133]
datasets/fire-forest.jpg,[153 145 133]
datasets/fire-forest.jpg,[152 143 132]
datasets/fire-forest.jpg,[151 142 132]
datasets/fire-forest.jpg,[150 141 131]
datasets/fire-forest.jpg,[149 140 130]
datasets/fire-forest.jpg,[148 139 129]
datasets/fire-forest.jpg,[147 138 129]
datasets/fire-forest.jpg,[147 138 129]
datasets/fire-forest.jpg,[147 138 129]
